"","superkingdom","family","genus","species","kingdom","VC","EukVirBin_noanello","EukVirBin","PhageBin","ContigBin","VC_Genus","Host","Host_specific","OTU","infection"
"NODE_103_length_1074_cov_3_160481_S004-49","Viruses","Myoviridae","Myoviridae","Vibrio phage ValB1MD","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_103_length_1074_cov_3_160481_S004-49","Vibrio phage ValB1MD"
"NODE_103_length_1262_cov_2_980591_S005-56","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"Singleton_ClusterID102","Singleton_ClusterID475","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_103_length_1262_cov_2_980591_S005-56","0"
"NODE_103_length_1517_cov_2_626389_S006-188","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_103_length_1517_cov_2_626389_S006-188","0"
"NODE_103_length_1765_cov_6_289100_S006-20","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"SURE_ClusterID103","SURE_ClusterID480","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_103_length_1765_cov_6_289100_S006-20","0"
"NODE_103_length_1854_cov_6_288689_S010-143","Viruses","Siphoviridae","Skunavirus","Lactococcus phage 936 group phage PhiS0139","Viruses_ProkaryoticVirus_LB","0",NA,NA,"SURE_ClusterID104","SURE_ClusterID482","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_103_length_1854_cov_6_288689_S010-143","Lactococcus phage 936 group phage PhiS0139"
"NODE_103_length_2349_cov_6_862236_S009-62","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"NOTSURE_ClusterID105","NOTSURE_ClusterID488","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_103_length_2349_cov_6_862236_S009-62","0"
"NODE_103_length_2723_cov_5_348828_S009-182","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"Singleton_ClusterID106","SURE_ClusterID492","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_103_length_2723_cov_5_348828_S009-182","0"
"NODE_103_length_2891_cov_7_886994_S010-137","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"NOTSURE_ClusterID107","NOTSURE_ClusterID495","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_103_length_2891_cov_7_886994_S010-137","0"
"NODE_103_length_3038_cov_13_108747_S009-215","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"Singleton_ClusterID108","SURE_ClusterID498","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_103_length_3038_cov_13_108747_S009-215","0"
"NODE_103_length_3441_cov_9_087099_S010-133","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_103_length_3441_cov_9_087099_S010-133","0"
"NODE_103_length_6499_cov_56_452040_S011-23","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"NOTSURE_ClusterID109","NOTSURE_ClusterID508","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_103_length_6499_cov_56_452040_S011-23","0"
"NODE_103_length_8408_cov_7_354459_S006-52","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_103_length_8408_cov_7_354459_S006-52","0"
"NODE_1032_length_1451_cov_11_011645_S006-52","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_1032_length_1451_cov_11_011645_S006-52","0"
"NODE_1035_length_1135_cov_17_336484_S005-199","Viruses","Siphoviridae","Skunavirus","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"Singleton_ClusterID110","Singleton_ClusterID549","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_1035_length_1135_cov_17_336484_S005-199","0"
"NODE_1037_length_1444_cov_3_697147_S006-52","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_1037_length_1444_cov_3_697147_S006-52","0"
"NODE_104_length_1638_cov_1_960282_S009-90","0","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"Singleton_ClusterID111","Singleton_ClusterID582","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_104_length_1638_cov_1_960282_S009-90","0"
"NODE_104_length_1652_cov_5_113016_S011-52","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_104_length_1652_cov_5_113016_S011-52","0"
"NODE_104_length_1975_cov_3_765543_S007-31","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_104_length_1975_cov_3_765543_S007-31","0"
"NODE_104_length_22266_cov_25_317635_S011-27","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","VC_207_0",NA,NA,"SURE_ClusterID112","NOTSURE_ClusterID587","Unassigned","ProkaryoticOrganism","ProkaryoticOrganism","NODE_104_length_22266_cov_25_317635_S011-27","0"
"NODE_104_length_2363_cov_6_275153_S007-50","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"NOTSURE_ClusterID113","NOTSURE_ClusterID589","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_104_length_2363_cov_6_275153_S007-50","0"
"NODE_104_length_2366_cov_3_183923_S007-19","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_104_length_2366_cov_3_183923_S007-19","0"
"NODE_104_length_2405_cov_3_399055_S007-137","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_104_length_2405_cov_3_399055_S007-137","0"
"NODE_104_length_3026_cov_18_519159_S010-157","Viruses","Siphoviridae","Skunavirus","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"Singleton_ClusterID114","Singleton_ClusterID595","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_104_length_3026_cov_18_519159_S010-157","0"
"NODE_104_length_3497_cov_11_694152_S007-71","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_104_length_3497_cov_11_694152_S007-71","0"
"NODE_104_length_3633_cov_5_862767_S011-1","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_104_length_3633_cov_5_862767_S011-1","0"
"NODE_104_length_3637_cov_12_472191_S010-108","0","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"Singleton_ClusterID115","Singleton_ClusterID599","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_104_length_3637_cov_12_472191_S010-108","0"
"NODE_104_length_3906_cov_59_185166_S007-67","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"Singleton_ClusterID116","SURE_ClusterID602","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_104_length_3906_cov_59_185166_S007-67","0"
"NODE_1041_length_3374_cov_4_666970_S010-136","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"NOTSURE_ClusterID117","NOTSURE_ClusterID619","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_1041_length_3374_cov_4_666970_S010-136","0"
"NODE_105_length_11172_cov_15_262911_S010-136","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"Singleton_ClusterID118","SURE_ClusterID675","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_105_length_11172_cov_15_262911_S010-136","0"
"NODE_105_length_1799_cov_4_490708_S005-167","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_105_length_1799_cov_4_490708_S005-167","0"
"NODE_105_length_1935_cov_3_973089_S007-31","0","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_105_length_1935_cov_3_973089_S007-31","0"
